fn,sn,x,y
149,1,175,17
149,1,178,24
149,1,179,29
149,1,174,37
149,1,175,44
149,1,184,50
149,1,194,52
149,1,206,53
149,1,317,73
149,1,320,73
149,1,320,0
149,2,35,52
149,2,1,62
149,2,0,63
149,2,0,80
149,2,12,75
149,2,50,57
149,2,59,53
149,2,59,52
149,3,201,58
149,3,202,67
149,3,203,70
149,3,233,81
149,3,282,98
149,3,319,111
149,3,320,111
149,3,320,86
149,3,267,73
149,3,204,58
149,4,202,78
149,4,199,87
149,4,189,94
149,4,183,97
149,4,178,110
149,4,180,143
149,4,176,164
149,4,175,168
149,4,178,180
149,4,320,180
149,4,320,128
149,4,305,121
149,4,251,98
149,4,204,78
150,0,0,0
150,0,0,50
150,0,19,46
150,0,32,43
150,0,30,0
150,1,133,0
150,1,133,26
150,1,134,48
150,1,67,48
150,1,40,64
150,1,12,80
150,1,0,87
150,1,0,180
150,1,150,180
150,1,156,175
150,1,151,162
150,1,144,146
150,1,141,137
150,1,129,137
150,1,128,127
150,1,137,127
150,1,141,107
150,1,143,95
150,1,143,86
150,1,142,78
150,1,133,72
150,1,125,72
150,1,115,74
150,1,110,76
150,1,85,79
150,1,72,82
150,1,62,83
150,1,61,81
150,1,79,76
150,1,95,71
150,1,109,65
150,1,119,63
150,1,137,53
150,1,140,52
150,1,151,51
150,1,157,46
150,1,157,43
150,1,154,41
150,1,153,26
150,1,158,16
150,1,160,14
150,1,168,13
150,1,174,16
150,1,177,21
150,1,178,30
150,1,174,37
150,1,175,44
150,1,183,49
150,1,187,51
150,1,199,52
150,1,200,60
150,1,240,75
150,1,283,91
150,1,318,104
150,1,320,104
150,1,320,79
150,1,302,74
150,1,203,49
150,1,200,49
150,1,200,44
150,1,224,48
150,1,318,66
150,1,320,66
150,1,320,0
150,2,44,44
150,2,2,57
150,2,0,58
150,2,0,77
150,2,19,68
150,2,44,56
150,2,67,45
150,2,67,44
150,3,202,68
150,3,201,69
150,3,199,80
150,3,196,85
150,3,185,91
150,3,178,110
150,3,181,139
150,3,179,158
150,3,176,172
150,3,178,180
150,3,320,180
150,3,320,121
150,3,292,108
150,3,256,92
150,3,219,75
150,4,139,133
151,0,0,0
151,0,0,45
151,0,12,43
151,0,37,37
151,0,39,36
151,0,39,23
151,0,38,0
151,1,140,0
151,1,140,13
151,1,141,41
151,1,75,41
151,1,46,58
151,1,17,75
151,1,0,85
151,1,0,180
151,1,141,180
151,1,141,179
151,1,154,177
151,1,157,174
151,1,149,158
151,1,137,159
151,1,136,147
151,1,135,144
151,1,143,144
151,1,140,133
151,1,139,132
151,1,133,132
151,1,132,122
151,1,138,122
151,1,141,109
151,1,143,97
151,1,143,83
151,1,141,78
151,1,133,72
151,1,125,72
151,1,113,75
151,1,63,75
151,1,64,70
151,1,78,70
151,1,94,69
151,1,110,64
151,1,119,64
151,1,137,54
151,1,149,53
151,1,157,47
151,1,155,43
151,1,154,42
151,1,153,28
151,1,159,17
151,1,164,15
151,1,171,16
151,1,176,20
151,1,178,27
151,1,177,33
151,1,174,38
151,1,175,46
151,1,177,47
151,1,177,43
151,1,193,49
151,1,232,64
151,1,280,83
151,1,318,98
151,1,320,98
151,1,320,72
151,1,272,59
151,1,208,42
151,1,207,37
151,1,315,59
151,1,320,59
151,1,320,0
151,2,52,37
151,2,5,52
151,2,0,54
151,2,0,74
151,2,10,70
151,2,46,52
151,2,69,41
151,2,74,38
151,2,74,37
151,3,185,51
151,4,200,58
151,4,201,70
151,4,199,83
151,4,195,85
151,4,186,88
151,4,179,109
151,4,179,118
151,4,182,137
151,4,182,151
151,4,181,164
151,4,178,178
151,4,179,180
151,4,320,180
151,4,320,115
151,4,304,107
151,4,273,92
151,4,245,79
151,4,212,63
152,0,0,0
152,0,0,41
152,0,8,40
152,0,45,31
152,0,46,30
152,0,46,7
152,0,45,0
152,1,148,0
152,1,148,35
152,1,82,35
152,1,57,50
152,1,25,69
152,1,0,84
152,1,0,180
152,1,143,180
152,1,142,174
152,1,156,173
152,1,148,156
152,1,147,155
152,1,140,155
152,1,139,143
152,1,138,140
152,1,141,140
152,1,138,128
152,1,137,126
152,1,137,118
152,1,139,117
152,1,140,109
152,1,135,108
152,1,134,102
152,1,142,102
152,1,144,93
152,1,143,82
152,1,133,73
152,1,115,75
152,1,105,74
152,1,78,69
152,1,66,65
152,1,67,61
152,1,78,63
152,1,87,64
152,1,92,66
152,1,105,65
152,1,115,64
152,1,121,65
152,1,135,57
152,1,138,55
152,1,147,55
152,1,157,48
152,1,155,44
152,1,154,43
152,1,153,29
152,1,157,21
152,1,157,19
152,1,163,17
152,1,169,17
152,1,175,21
152,1,177,28
152,1,177,34
152,1,173,41
152,1,175,48
152,1,184,53
152,1,194,55
152,1,198,55
152,1,200,66
152,1,201,74
152,1,199,83
152,1,195,86
152,1,186,88
152,1,183,95
152,1,178,112
152,1,183,138
152,1,183,168
152,1,181,180
152,1,320,180
152,1,320,109
152,1,186,42
152,1,184,42
152,1,184,37
152,1,223,53
152,1,264,70
152,1,305,87
152,1,317,92
152,1,320,92
152,1,320,66
152,1,296,59
152,1,218,37
152,1,214,37
152,1,214,31
152,1,278,45
152,1,315,53
152,1,320,53
152,1,320,0
152,2,57,32
152,2,1,50
152,2,0,51
152,2,0,72
152,2,6,70
152,2,80,33
152,2,80,32
153,0,0,0
153,0,0,39
153,0,52,26
153,0,54,25
153,0,53,0
153,1,155,0
153,1,155,23
153,1,161,19
153,1,168,18
153,1,174,20
153,1,176,31
153,1,175,36
153,1,172,42
153,1,174,49
153,1,186,54
153,1,196,56
153,1,200,70
153,1,200,83
153,1,196,86
153,1,188,87
153,1,186,86
153,1,181,98
153,1,178,110
153,1,178,117
153,1,183,138
153,1,184,145
153,1,184,168
153,1,183,180
153,1,320,180
153,1,320,104
153,1,297,92
153,1,278,82
153,1,255,70
153,1,233,58
153,1,194,38
153,1,191,37
153,1,191,32
153,1,232,50
153,1,278,70
153,1,319,88
153,1,320,88
153,1,320,61
153,1,313,58
153,1,241,37
153,1,224,32
153,1,221,32
153,1,221,27
153,1,246,32
153,1,316,48
153,1,320,48
153,1,320,0
153,2,67,26
153,2,0,48
153,2,0,71
153,2,6,69
153,2,70,37
153,2,89,27
153,2,89,26
153,3,89,30
153,3,61,47
153,3,29,66
153,3,1,83
153,3,0,84
153,3,0,180
153,3,145,180
153,3,145,171
153,3,153,170
153,3,148,158
153,3,145,151
153,3,142,151
153,3,142,144
153,3,138,129
153,3,139,118
153,3,141,105
153,3,139,105
153,3,138,98
153,3,143,98
153,3,143,92
153,3,138,92
153,3,138,87
153,3,143,86
153,3,141,82
153,3,133,74
153,3,111,74
153,3,92,67
153,3,70,56
153,3,67,55
153,3,68,52
153,3,74,53
153,3,78,55
153,3,86,56
153,3,95,62
153,3,117,64
153,3,123,65
153,3,135,58
153,3,140,55
153,3,147,55
153,3,155,50
153,3,155,45
153,3,153,43
153,3,152,30
154,0,0,0
154,0,0,37
154,0,17,33
154,0,59,22
154,0,61,21
154,0,61,0
154,1,162,0
154,1,162,18
154,1,170,20
154,1,173,21
154,1,174,36
154,1,171,42
154,1,172,48
154,1,177,51
154,1,188,54
154,1,195,56
154,1,201,72
154,1,202,80
154,1,199,83
154,1,191,84
154,1,188,81
154,1,181,96
154,1,178,106
154,1,177,114
154,1,183,139
154,1,184,163
154,1,182,180
154,1,320,180
154,1,320,100
154,1,303,90
154,1,275,75
154,1,257,65
154,1,228,49
154,1,199,33
154,1,198,29
154,1,211,34
154,1,243,49
154,1,276,64
154,1,315,82
154,1,320,83
154,1,320,56
154,1,299,49
154,1,230,28
154,1,228,28
154,1,228,23
154,1,243,26
154,1,318,44
154,1,320,44
154,1,320,0
154,2,74,22
154,2,2,46
154,2,0,47
154,2,0,71
154,2,6,69
154,2,48,48
154,2,67,38
154,2,95,24
154,2,96,22
154,3,97,26
154,3,70,42
154,3,75,46
154,3,83,49
154,3,89,51
154,3,95,57
154,3,116,61
154,3,122,64
154,3,136,57
154,3,140,55
154,3,147,55
154,3,154,50
154,3,154,44
154,3,152,44
154,3,153,29
154,3,154,26
154,4,67,44
154,4,40,60
154,4,17,74
154,4,1,84
154,4,0,85
154,4,0,180
154,4,146,180
154,4,146,168
154,4,150,168
154,4,147,159
154,4,141,143
154,4,138,129
154,4,138,122
154,4,142,101
154,4,142,84
154,4,132,73
154,4,116,72
154,4,108,70
154,4,90,60
154,4,80,51
154,4,71,47
154,4,69,44
155,0,0,0
155,0,0,36
155,0,8,35
155,0,68,19
155,0,69,18
155,0,69,4
155,0,68,0
155,1,169,0
155,1,169,19
155,1,172,21
155,1,173,27
155,1,173,35
155,1,170,41
155,1,171,48
155,1,179,51
155,1,193,53
155,1,204,68
155,1,205,72
155,1,200,77
155,1,197,78
155,1,193,75
155,1,189,77
155,1,179,99
155,1,177,113
155,1,182,137
155,1,182,162
155,1,179,180
155,1,320,180
155,1,320,96
155,1,292,80
155,1,268,66
155,1,240,50
155,1,216,36
155,1,206,30
155,1,205,26
155,1,215,30
155,1,237,41
155,1,260,52
155,1,295,69
155,1,318,80
155,1,320,80
155,1,320,52
155,1,271,36
155,1,236,25
155,1,236,20
155,1,316,40
155,1,320,40
155,1,320,0
155,2,79,20
155,2,2,46
155,2,0,47
155,2,0,73
155,2,19,64
155,2,52,47
155,2,68,38
155,2,83,31
155,2,102,21
155,2,102,20
155,3,104,23
155,3,81,37
155,3,78,39
155,3,78,41
155,3,90,47
155,3,94,51
155,3,115,56
155,3,120,59
155,3,130,57
155,3,140,54
155,3,148,54
155,3,153,50
155,3,153,29
155,3,155,23
155,4,70,44
155,4,53,54
155,4,30,68
155,4,2,85
155,4,0,87
155,4,0,180
155,4,148,180
155,4,148,166
155,4,141,145
155,4,139,131
155,4,139,119
155,4,142,102
155,4,142,86
155,4,139,81
155,4,133,74
155,4,130,70
155,4,110,66
155,4,92,56
155,4,83,46
155,4,74,44
156,0,0,0
156,0,0,37
156,0,10,35
156,0,76,17
156,0,77,16
156,0,77,5
156,0,76,0
156,1,177,0
156,1,177,22
156,1,172,22
156,1,172,34
156,1,169,40
156,1,169,46
156,1,170,48
156,1,179,50
156,1,191,50
156,1,197,54
156,1,200,55
156,1,202,58
156,1,207,59
156,1,204,68
156,1,200,70
156,1,194,69
156,1,188,78
156,1,179,99
156,1,178,102
156,1,178,115
156,1,181,131
156,1,182,140
156,1,179,162
156,1,175,179
156,1,173,180
156,1,320,180
156,1,320,93
156,1,288,74
156,1,272,64
156,1,242,46
156,1,214,29
156,1,212,29
156,1,212,24
156,1,235,35
156,1,259,47
156,1,278,57
156,1,318,77
156,1,320,77
156,1,320,49
156,1,246,24
156,1,243,24
156,1,243,18
156,1,318,38
156,1,320,38
156,1,320,0
156,2,87,18
156,2,20,41
156,2,0,48
156,2,0,75
156,2,6,73
156,2,47,52
156,2,66,42
156,2,70,39
156,2,66,36
156,2,65,33
156,2,72,37
156,2,81,34
156,2,101,24
156,2,110,19
156,2,110,18
156,3,110,22
156,3,89,35
156,3,83,39
156,3,88,44
156,3,96,47
156,3,113,50
156,3,119,53
156,3,148,53
156,3,152,49
156,3,152,29
156,3,155,22
156,4,76,43
156,4,48,60
156,4,20,77
156,4,0,89
156,4,0,180
156,4,150,180
156,4,148,171
156,4,142,148
156,4,141,144
156,4,140,130
156,4,140,119
156,4,142,109
156,4,142,89
156,4,140,83
156,4,134,76
156,4,126,64
156,4,117,61
156,4,108,59
156,4,89,49
156,4,81,43
157,0,0,0
157,0,0,39
157,0,34,30
157,0,84,16
157,0,85,15
157,0,85,3
157,0,84,0
157,1,185,0
157,1,185,21
157,1,170,21
157,1,170,34
157,1,167,42
157,1,168,48
157,1,181,49
157,1,188,48
157,1,196,52
157,1,203,52
157,1,207,54
157,1,209,62
157,1,205,64
157,1,193,66
157,1,185,83
157,1,179,100
157,1,178,110
157,1,181,126
157,1,181,142
157,1,177,160
157,1,172,174
157,1,169,177
157,1,169,180
157,1,320,180
157,1,320,91
157,1,310,84
157,1,286,69
157,1,264,55
157,1,245,43
157,1,226,31
157,1,221,28
157,1,220,23
157,1,251,39
157,1,273,51
157,1,298,64
157,1,318,75
157,1,320,75
157,1,320,47
157,1,310,43
157,1,255,24
157,1,251,23
157,1,251,18
157,1,272,23
157,1,318,36
157,1,320,36
157,1,320,0
157,2,95,17
157,2,40,36
157,2,0,50
157,2,0,79
157,2,16,71
157,2,57,50
157,2,65,45
157,2,61,43
157,2,68,42
157,2,63,37
157,2,60,35
157,2,64,36
157,2,67,37
157,2,72,34
157,2,77,36
157,2,81,37
157,2,105,25
157,2,118,18
157,2,118,17
157,3,118,21
157,3,92,37
157,3,87,41
157,3,93,43
157,3,110,45
157,3,118,49
157,3,143,52
157,3,147,53
157,3,150,50
157,3,151,40
157,3,151,30
157,3,154,21
157,4,79,45
157,4,59,57
157,4,36,71
157,4,10,87
157,4,0,93
157,4,0,180
157,4,149,180
157,4,145,162
157,4,142,144
157,4,142,119
157,4,143,95
157,4,141,85
157,4,135,80
157,4,125,65
157,4,112,57
157,4,102,55
157,4,87,46
158,0,0,0
158,0,0,41
158,0,10,39
158,0,84,18
158,0,93,15
158,0,93,0
158,1,193,0
158,1,192,19
158,1,163,20
158,1,167,23
158,1,167,38
158,1,165,43
158,1,165,48
158,1,167,50
158,1,178,50
158,1,184,49
158,1,192,52
158,1,199,51
158,1,206,54
158,1,212,54
158,1,211,59
158,1,208,64
158,1,209,67
158,1,208,70
158,1,203,72
158,1,203,74
158,1,200,74
158,1,200,69
158,1,198,69
158,1,198,67
158,1,194,65
158,1,190,69
158,1,180,99
158,1,179,110
158,1,181,120
158,1,181,142
158,1,176,159
158,1,170,173
158,1,170,180
158,1,320,180
158,1,320,88
158,1,276,59
158,1,232,30
158,1,229,28
158,1,228,23
158,1,247,33
158,1,270,46
158,1,297,61
158,1,318,73
158,1,320,73
158,1,320,45
158,1,308,40
158,1,261,23
158,1,259,23
158,1,259,18
158,1,276,22
158,1,317,34
158,1,320,34
158,1,320,0
158,2,105,16
158,2,42,38
158,2,0,53
158,2,0,83
158,2,16,75
158,2,55,55
158,2,68,48
158,2,64,47
158,2,58,46
158,2,65,45
158,2,61,42
158,2,55,40
158,2,55,37
158,2,62,38
158,2,63,35
158,2,71,35
158,2,82,39
158,2,87,38
158,2,122,20
158,2,127,16
158,3,127,20
158,3,106,33
158,3,95,40
158,3,94,42
158,3,108,45
158,3,114,49
158,3,142,53
158,3,147,53
158,3,149,48
158,3,149,31
158,3,153,20
158,4,69,44
158,5,68,46
158,6,85,46
158,6,63,59
158,6,42,72
158,6,14,89
158,6,0,98
158,6,0,180
158,6,148,180
158,6,147,171
158,6,144,155
158,6,143,144
158,6,143,96
158,6,140,87
158,6,134,82
158,6,124,68
158,6,115,62
158,6,107,58
158,6,98,55
158,6,86,46
159,0,0,0
159,0,0,44
159,0,10,42
159,0,100,16
159,0,101,15
159,0,101,0
159,1,201,0
159,1,201,21
159,1,134,21
159,1,113,34
159,1,95,45
159,1,95,47
159,1,104,50
159,1,108,53
159,1,123,55
159,1,146,56
159,1,147,55
159,1,147,33
159,1,149,24
159,1,159,24
159,1,165,26
159,1,166,40
159,1,163,52
159,1,164,53
159,1,179,53
159,1,188,58
159,1,194,57
159,1,211,63
159,1,210,72
159,1,212,77
159,1,213,78
159,1,213,84
159,1,209,88
159,1,206,81
159,1,203,80
159,1,201,72
159,1,191,71
159,1,188,73
159,1,181,98
159,1,180,103
159,1,180,113
159,1,181,116
159,1,182,143
159,1,177,161
159,1,173,173
159,1,174,180
159,1,320,180
159,1,320,86
159,1,306,76
159,1,287,63
159,1,264,47
159,1,248,36
159,1,238,29
159,1,236,29
159,1,236,24
159,1,250,31
159,1,272,44
159,1,296,58
159,1,318,71
159,1,320,71
159,1,320,43
159,1,286,30
159,1,270,24
159,1,267,24
159,1,267,18
159,1,292,25
159,1,318,33
159,1,320,33
159,1,320,0
159,2,111,17
159,2,46,40
159,2,1,56
159,2,0,57
159,2,0,87
159,2,6,85
159,2,39,68
159,2,58,58
159,2,67,53
159,2,64,51
159,2,63,52
159,2,54,52
159,2,55,49
159,2,50,46
159,2,49,44
159,2,57,44
159,2,64,42
159,2,84,44
159,2,104,34
159,2,123,24
159,2,134,18
159,2,134,17
159,3,67,51
159,4,83,52
159,4,57,68
159,4,37,80
159,4,9,97
159,4,0,103
159,4,0,180
159,4,146,180
159,4,145,171
159,4,143,158
159,4,142,140
159,4,143,132
159,4,143,100
159,4,139,90
159,4,135,87
159,4,133,87
159,4,131,83
159,4,125,74
159,4,117,68
159,4,102,62
159,4,95,59
159,4,85,52
159,5,161,153
159,5,160,160
159,5,160,173
159,5,161,173
159,5,163,153
160,0,0,0
160,0,0,48
160,0,49,34
160,0,108,17
160,0,110,16
160,0,110,0
160,1,210,0
160,1,209,4
160,1,209,21
160,1,144,21
160,1,114,39
160,1,89,54
160,1,93,56
160,1,102,58
160,1,109,61
160,1,144,62
160,1,145,61
160,1,145,50
160,1,144,47
160,1,144,40
160,1,146,30
160,1,155,29
160,1,161,32
160,1,163,32
160,1,165,45
160,1,163,56
160,1,161,56
160,1,161,58
160,1,165,59
160,1,176,59
160,1,190,68
160,1,199,70
160,1,207,76
160,1,212,77
160,1,211,86
160,1,215,94
160,1,219,98
160,1,221,98
160,1,221,105
160,1,219,105
160,1,219,107
160,1,214,102
160,1,210,98
160,1,207,97
160,1,205,91
160,1,204,84
160,1,192,82
160,1,190,80
160,1,187,80
160,1,182,98
160,1,182,106
160,1,180,106
160,1,180,116
160,1,182,124
160,1,182,148
160,1,178,168
160,1,177,172
160,1,179,180
160,1,320,180
160,1,320,83
160,1,303,71
160,1,285,58
160,1,267,45
160,1,249,32
160,1,245,29
160,1,244,25
160,1,251,28
160,1,279,45
160,1,302,59
160,1,318,69
160,1,320,69
160,1,320,41
160,1,278,25
160,1,276,25
160,1,276,19
160,1,309,29
160,1,320,32
160,1,320,0
160,2,121,17
160,2,71,35
160,2,15,55
160,2,1,60
160,2,0,61
160,2,0,92
160,2,6,90
160,2,41,72
160,2,54,65
160,2,51,63
160,2,45,60
160,2,44,58
160,2,56,58
160,2,77,53
160,2,108,37
160,2,127,27
160,2,143,18
160,2,143,17
160,3,78,61
160,3,56,74
160,3,28,91
160,3,0,108
160,3,0,180
160,3,144,180
160,3,143,171
160,3,142,165
160,3,142,139
160,3,143,132
160,3,143,114
160,3,141,102
160,3,138,96
160,3,134,93
160,3,132,93
160,3,130,89
160,3,124,80
160,3,115,74
160,3,104,70
160,3,92,67
160,3,81,61
160,4,162,148
160,4,159,166
160,4,159,180
160,4,161,179
160,4,161,176
160,4,165,176
160,4,165,164
160,4,163,148
161,0,0,0
161,0,0,51
161,0,7,50
161,0,76,30
161,0,117,18
161,0,119,17
161,0,118,0
161,1,218,0
161,1,218,22
161,1,153,22
161,1,124,39
161,1,96,56
161,1,78,67
161,1,78,68
161,1,99,68
161,1,105,70
161,1,143,70
161,1,144,67
161,1,142,57
161,1,140,53
161,1,141,46
161,1,143,38
161,1,153,37
161,1,159,40
161,1,163,50
161,1,162,64
161,1,159,65
161,1,159,66
161,1,176,68
161,1,185,75
161,1,196,83
161,1,203,85
161,1,214,93
161,1,218,94
161,1,219,104
161,1,225,113
161,1,229,116
161,1,232,116
161,1,233,123
161,1,229,122
161,1,228,124
161,1,220,117
161,1,218,117
161,1,217,114
161,1,216,116
161,1,213,113
161,1,211,108
161,1,210,100
161,1,204,98
161,1,195,96
161,1,190,92
161,1,184,93
161,1,182,101
161,1,188,101
161,1,187,109
161,1,180,109
161,1,179,111
161,1,179,118
161,1,186,118
161,1,185,123
161,1,185,130
161,1,181,131
161,1,182,139
161,1,182,158
161,1,180,174
161,1,184,177
161,1,185,180
161,1,320,180
161,1,320,81
161,1,309,72
161,1,290,58
161,1,269,42
161,1,254,31
161,1,253,26
161,1,264,32
161,1,284,45
161,1,306,59
161,1,319,67
161,1,320,67
161,1,320,40
161,1,299,31
161,1,286,26
161,1,285,21
161,1,297,24
161,1,319,31
161,1,320,31
161,1,320,0
161,2,128,19
161,2,91,32
161,2,36,52
161,2,2,64
161,2,0,65
161,2,0,98
161,2,16,90
161,2,36,80
161,2,55,70
161,2,84,55
161,2,107,43
161,2,130,31
161,2,151,20
161,2,151,19
161,3,73,75
161,3,62,81
161,3,58,82
161,3,57,83
161,3,49,84
161,3,21,101
161,3,1,113
161,3,0,114
161,3,0,180
161,3,141,180
161,3,140,150
161,3,142,137
161,3,142,124
161,3,141,113
161,3,136,103
161,3,131,100
161,3,123,89
161,3,113,83
161,3,103,80
161,3,93,80
161,3,77,75
161,4,160,159
161,4,158,171
161,4,158,180
161,4,165,180
161,4,165,172
161,4,162,159
162,0,0,0
162,0,0,56
162,0,42,44
162,0,127,19
162,0,127,0
162,1,227,0
162,1,227,24
162,1,160,24
162,1,132,41
162,1,103,58
162,1,75,75
162,1,46,92
162,1,26,104
162,1,1,119
162,1,0,120
162,1,0,180
162,1,139,180
162,1,139,156
162,1,141,133
162,1,140,123
162,1,135,113
162,1,128,107
162,1,122,99
162,1,109,94
162,1,100,93
162,1,96,94
162,1,73,93
162,1,64,100
162,1,59,103
162,1,54,105
162,1,47,106
162,1,47,104
162,1,43,102
162,1,45,100
162,1,54,97
162,1,72,87
162,1,93,81
162,1,117,81
162,1,127,80
162,1,141,80
162,1,143,78
162,1,141,68
162,1,138,63
162,1,139,54
162,1,141,48
162,1,149,46
162,1,157,49
162,1,161,57
162,1,161,69
162,1,159,75
162,1,168,77
162,1,178,78
162,1,191,90
162,1,196,90
162,1,196,95
162,1,202,98
162,1,209,101
162,1,222,111
162,1,226,115
162,1,236,133
162,1,242,137
162,1,240,140
162,1,236,140
162,1,234,142
162,1,225,133
162,1,223,128
162,1,220,132
162,1,218,126
162,1,217,116
162,1,198,110
162,1,194,107
162,1,193,112
162,1,185,111
162,1,186,103
162,1,183,103
162,1,179,116
162,1,178,120
162,1,178,136
162,1,181,146
162,1,187,146
162,1,185,158
162,1,185,163
162,1,182,163
162,1,181,176
162,1,189,180
162,1,320,180
162,1,320,77
162,1,304,65
162,1,288,52
162,1,275,42
162,1,263,33
162,1,262,28
162,1,270,32
162,1,313,61
162,1,320,65
162,1,320,38
162,1,296,28
162,1,294,28
162,1,294,22
162,1,320,30
162,1,320,0
162,2,137,20
162,2,82,40
162,2,20,62
162,2,1,69
162,2,0,70
162,2,0,103
162,2,6,101
162,2,41,83
162,2,64,71
162,2,97,54
162,2,120,42
162,2,153,25
162,2,160,21
162,2,160,20
162,3,159,170
162,3,158,180
162,3,162,180
162,3,160,170
163,0,0,0
163,0,0,60
163,0,16,56
163,0,97,32
163,0,135,21
163,0,136,20
163,0,136,0
163,1,237,0
163,1,236,2
163,1,236,25
163,1,170,25
163,1,143,41
163,1,121,54
163,1,99,67
163,1,70,84
163,1,45,99
163,1,16,116
163,1,0,126
163,1,0,180
163,1,138,180
163,1,138,166
163,1,141,145
163,1,140,133
163,1,135,123
163,1,129,118
163,1,124,111
163,1,115,108
163,1,102,107
163,1,96,110
163,1,75,112
163,1,70,117
163,1,66,121
163,1,64,125
163,1,54,130
163,1,54,127
163,1,50,126
163,1,51,123
163,1,57,120
163,1,65,113
163,1,76,105
163,1,92,97
163,1,107,95
163,1,129,90
163,1,141,89
163,1,142,88
163,1,142,81
163,1,137,72
163,1,138,62
163,1,143,57
163,1,150,56
163,1,156,59
163,1,161,68
163,1,160,82
163,1,159,84
163,1,172,87
163,1,179,87
163,1,198,106
163,1,209,112
163,1,217,120
163,1,225,127
163,1,231,132
163,1,238,141
163,1,240,153
163,1,243,157
163,1,242,159
163,1,238,160
163,1,235,158
163,1,235,161
163,1,231,157
163,1,228,151
163,1,227,142
163,1,225,141
163,1,224,148
163,1,223,145
163,1,222,134
163,1,206,126
163,1,198,119
163,1,188,114
163,1,182,113
163,1,178,127
163,1,178,148
163,1,180,152
163,1,181,150
163,1,192,150
163,1,189,162
163,1,189,167
163,1,180,166
163,1,179,180
163,1,188,180
163,1,190,177
163,1,195,176
163,1,200,180
163,1,320,180
163,1,320,74
163,1,306,62
163,1,296,54
163,1,285,45
163,1,272,35
163,1,271,30
163,1,279,34
163,1,293,44
163,1,312,57
163,1,320,62
163,1,320,36
163,1,306,30
163,1,303,30
163,1,304,24
163,1,320,29
163,1,320,0
163,2,145,22
163,2,89,42
163,2,39,60
163,2,0,74
163,2,0,109
163,2,19,100
163,2,52,83
163,2,85,66
163,2,120,48
163,2,155,30
163,2,168,23
163,2,168,22
164,0,0,0
164,0,0,64
164,0,10,62
164,0,81,41
164,0,145,22
164,0,145,0
164,1,246,0
164,1,245,12
164,1,245,27
164,1,178,27
164,1,163,36
164,1,139,50
164,1,115,64
164,1,86,81
164,1,62,95
164,1,33,112
164,1,9,126
164,1,0,132
164,1,0,180
164,1,138,180
164,1,140,164
164,1,142,153
164,1,142,144
164,1,137,132
164,1,131,128
164,1,126,121
164,1,108,121
164,1,103,124
164,1,98,127
164,1,82,132
164,1,79,139
164,1,77,140
164,1,76,147
164,1,68,154
164,1,65,152
164,1,63,152
164,1,63,148
164,1,67,146
164,1,74,137
164,1,79,127
164,1,91,116
164,1,95,113
164,1,108,109
164,1,130,99
164,1,140,98
164,1,143,94
164,1,141,87
164,1,136,80
164,1,138,69
164,1,145,64
164,1,156,66
164,1,158,71
164,1,160,75
164,1,160,89
164,1,159,92
164,1,167,94
164,1,181,95
164,1,197,111
164,1,198,109
164,1,206,110
164,1,205,118
164,1,213,124
164,1,226,143
164,1,234,152
164,1,238,158
164,1,237,165
164,1,236,170
164,1,236,176
164,1,234,176
164,1,233,173
164,1,233,176
164,1,231,176
164,1,230,171
164,1,228,174
164,1,226,170
164,1,226,163
164,1,227,157
164,1,224,157
164,1,223,159
164,1,222,157
164,1,221,147
164,1,211,140
164,1,205,136
164,1,203,136
164,1,202,133
164,1,200,136
164,1,200,139
164,1,190,139
164,1,193,127
164,1,195,126
164,1,188,122
164,1,182,121
164,1,178,138
164,1,178,155
164,1,180,169
164,1,182,165
164,1,185,153
164,1,196,153
164,1,193,167
164,1,193,170
164,1,180,170
164,1,179,172
164,1,179,180
164,1,192,180
164,1,198,179
164,1,199,180
164,1,320,180
164,1,320,69
164,1,309,60
164,1,294,47
164,1,283,38
164,1,281,36
164,1,280,32
164,1,287,35
164,1,303,47
164,1,319,58
164,1,320,58
164,1,320,34
164,1,313,32
164,1,313,26
164,1,320,27
164,1,320,0
164,2,155,23
164,2,119,36
164,2,66,55
164,2,13,74
164,2,0,79
164,2,0,114
164,2,6,112
164,2,38,96
164,2,57,86
164,2,85,72
164,2,104,62
164,2,130,49
164,2,149,39
164,2,177,25
164,2,178,23
164,3,231,167
164,3,232,169
164,4,228,168
164,4,229,171
164,5,232,171
165,0,0,0
165,0,0,68
165,0,7,67
165,0,78,46
165,0,153,24
165,0,154,23
165,0,154,0
165,1,256,0
165,1,255,1
165,1,254,28
165,1,188,28
165,1,164,42
165,1,138,57
165,1,112,72
165,1,88,86
165,1,62,101
165,1,36,116
165,1,10,131
165,1,0,137
165,1,0,180
165,1,139,180
165,1,144,158
165,1,145,154
165,1,140,142
165,1,138,138
165,1,133,135
165,1,130,131
165,1,123,131
165,1,110,135
165,1,105,143
165,1,94,151
165,1,94,168
165,1,89,176
165,1,85,176
165,1,86,171
165,1,91,161
165,1,89,154
165,1,89,148
165,1,97,131
165,1,97,129
165,1,102,127
165,1,113,120
165,1,129,108
165,1,140,105
165,1,143,102
165,1,142,95
165,1,137,87
165,1,138,77
165,1,139,74
165,1,143,72
165,1,149,71
165,1,156,74
165,1,161,83
165,1,160,98
165,1,167,100
165,1,182,101
165,1,207,126
165,1,211,129
165,1,213,129
165,1,215,135
165,1,224,151
165,1,235,167
165,1,234,174
